slug,page,x0,y0,x1,y1,token,gross_amount
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,198,190.651,220.24,190.72,3299,0.53
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,223.02,190.651,230.24,190.72,K,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,233.02,190.651,261.36,190.72,Street,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,264.14,190.651,280.8,190.72,NW,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,283.58,190.651,286.91,190.72,-,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,289.69,190.651,314.14,190.72,Suite,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,316.92,190.651,333.6,190.72,200,0.86
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,190.311,404.67,190.365,Billing,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,407.45,190.311,512.23,190.365,CalendarBROADCAST,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,198,202.651,258,202.72,"Washington,",0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,260.78,202.651,275.22,202.72,DC,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,280.78,202.651,308.58,202.72,20007,0.75
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,209.061,437.46,209.115,Demographic,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,450,209.061,482.24,209.115,A25-54,0.15
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,220.311,51.35,220.365,Agency,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,63.751,220.651,106.541,220.72,Strategic,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,109.321,220.651,137.661,220.72,Media,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,140.441,220.651,181.581,220.72,Services,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,227.061,395.78,227.115,Rev,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,398.56,227.061,427.46,227.115,Codes,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,450,227.061,470.01,227.115,POL,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,498.002,227.061,518.012,227.115,POL,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,546.001,227.061,574.331,227.115,CAND,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,238.311,48.57,238.365,Buying,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,51.35,238.311,85.81,238.365,Contact,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,198.751,245.061,223.761,245.115,Sales,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,226.541,245.061,252.661,245.115,Office,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,263.251,245.421,300.471,245.475,EWSDC,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,245.061,412.46,245.115,Product,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,415.24,245.061,444.14,245.115,Codes,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,450,245.421,462.23,245.475,PL,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,198.751,261.561,223.761,261.615,Sales,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,226.541,261.561,258.221,261.615,Region,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,263.251,261.921,283.251,261.975,NAT,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,261.561,409.11,261.615,Priority,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,450,261.921,465.56,261.975,P-3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,267.901,40.24,267.97,3299,0.53
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,43.02,267.901,50.24,267.97,K,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,53.02,267.901,81.36,267.97,Street,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,84.14,267.901,100.8,267.97,NW,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,103.58,267.901,106.91,267.97,-,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,109.69,267.901,134.14,267.97,Suite,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,136.92,267.901,153.6,267.97,200,0.86
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,279.901,78,279.97,"Washington,",0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,80.78,279.901,95.22,279.97,DC,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,100.78,279.901,128.58,279.97,20007,0.75
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,198.601,277.311,231.951,277.365,Agency,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,234.731,277.311,250.291,277.365,Ref,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,263.401,277.671,268.961,277.725,2,0.25
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,378,277.311,423.01,277.365,Advertiser,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,425.79,277.311,441.35,277.365,Ref,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,322.311,52.44,322.365,Primary,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,55.22,322.311,91.35,322.365,Account,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,94.13,322.311,137.48,322.365,Executive,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,334.311,46.34,334.365,Daniel,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,49.12,334.311,79.69,334.365,Baylog,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,354.561,54.13,354.615,Account,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,56.91,354.561,100.26,354.615,Executive,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,126,354.561,160.45,354.615,Order%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,177.001,354.561,198.121,354.615,Start,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,200.901,354.561,222.021,354.615,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,245.251,354.561,263.041,354.615,End,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,265.821,354.561,286.941,354.615,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,370.311,46.34,370.365,Daniel,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,49.12,370.311,79.69,370.365,Baylog,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,135.84,370.311,161.41,370.365,100%,0.55
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,385.311,397.562,385.365,Order,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,400.342,385.311,427.022,385.365,Share,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,430.504,385.311,439.394,385.365,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,462.002,385.311,492.562,385.365,Market,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.342,385.311,520.912,385.365,Value,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,403.311,420.352,403.365,Competing,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,423.132,403.311,454.262,403.365,Station,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,458.781,403.311,467.671,403.365,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,470.451,403.311,478.791,403.365,of,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,481.571,403.311,507.131,403.365,Order,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,540.003,403.311,574.463,403.365,Amount,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,418.311,404.792,418.365,CABLE,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,418.311,504.041,418.365,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,431.061,409.772,431.115,UNKWN,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,478.591,431.061,504.161,431.115,100%,0.55
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,443.811,403.112,443.865,WBQC,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,443.811,504.041,443.865,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,456.561,401.442,456.615,WCET,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,456.561,504.041,456.615,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,469.311,402.552,469.365,WCVN,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,469.311,504.041,469.365,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,482.061,403.112,482.115,WKON,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,482.061,504.041,482.115,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,494.811,402.552,494.865,WKRC,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,494.811,504.041,494.865,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,507.561,402.552,507.615,WLWT,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,507.561,504.041,507.615,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,520.311,402.002,520.365,WPTO,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,520.311,504.041,520.365,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,533.061,401.442,533.115,WSTR,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,533.061,504.041,533.115,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,372.002,545.811,397.562,545.865,WXIX,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,495.151,545.811,504.041,545.865,%,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,36,563.401,63.23,563.47,Order,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,66.01,563.401,95.46,563.47,Totals,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,348.001,563.401,378.561,563.47,Billing,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,381.341,563.401,402.461,563.47,Plan,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,575.061,45.79,575.115,Month,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,99.751,575.061,105.311,575.115,#,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,108.091,575.061,116.431,575.115,of,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,119.211,575.061,144.781,575.115,Spots,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,157.353,575.061,172.913,575.115,Net,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,175.693,575.061,210.153,575.115,Amount,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,214.32,575.061,240.99,575.115,Gross,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,243.77,575.061,278.23,575.115,Amount,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,290.85,575.061,319.75,575.115,Rating,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,324,575.061,345.12,575.115,Start,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,347.9,575.061,369.02,575.115,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,375.749,575.061,393.539,575.115,End,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,396.319,575.061,417.439,575.115,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,429.813,575.061,435.373,575.115,#,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,438.153,575.061,463.723,575.115,Spots,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,476.101,575.061,491.661,575.115,Net,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,494.441,575.061,557.49,575.115,AmountGross,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,560.27,575.061,594.73,575.115,Amount,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,590.061,53.57,590.115,October,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,56.35,590.061,78.59,590.115,2012,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,132.991,590.061,144.111,590.115,34,0.46
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,160.35,590.061,210.39,590.115,"$17,935.00 ",0.5
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,228.6,590.061,278.64,590.115,"$21,100.00 ",1
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,300.21,590.061,319.67,590.115,0,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,324,590.061,362.92,590.115,10/1/12,0.4
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,375.749,590.061,414.669,590.115,10/14/12,0.27
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,451.742,590.061,462.862,590.115,34,0.46
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,479.849,590.061,529.889,590.115,"$17,935.00 ",0.5
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,545.1,590.061,595.14,590.115,"$21,100.00 ",1
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,18,605.061,45.23,605.115,Totals,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,132.991,604.311,144.111,604.365,34,0.46
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,160.35,604.311,210.39,604.365,"$17,935.00 ",0.5
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,228.6,604.311,278.64,604.365,"$21,100.00 ",1
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,300.21,604.311,319.67,604.365,0,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,534.002,628.228,558.509,628.277,Totals,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,24.001,638.728,34.009,638.777,Ln,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,42.001,638.728,53.503,638.777,Ch,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,73.5,638.728,92.508,638.777,Start,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,108.751,638.728,124.762,638.777,End,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,144,638.728,181.017,638.777,Inventory,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,183.519,638.728,205.029,638.777,Code,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,230.25,638.728,253.758,638.777,Break,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,258.001,638.728,295.522,638.777,Start/End,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,298.024,638.728,318.022,638.777,Time,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,326.251,638.728,346.753,638.777,Days,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,369,638.728,384.012,638.777,Len,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,389.251,638.728,412.264,638.777,Spots,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,431.252,638.728,450.26,638.777,Rate,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,456.752,638.728,467.75,638.777,Pri,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,475.501,638.728,511.767,638.777,RtgType,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,516.002,638.728,539.015,638.777,Spots,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,558.751,638.728,589.765,638.777,Amount,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,20.251,652.145,26.027,652.189,N,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,29.294,652.145,33.742,652.189,1,0.25
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,39.105,652.145,63.993,652.189,WCPO,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,70.501,652.145,101.637,652.189,10/10/12,0.4
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,106.501,652.145,137.637,652.189,10/14/12,0.27
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,144.751,652.145,158.967,652.189,M-F,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,161.191,652.145,184.303,652.189,GMTS,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,186.527,652.145,202.535,652.189,5-6a,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,230.4,652.145,242.84,652.189,CM,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,259.501,652.145,275.509,652.189,5-6a,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,326.251,652.062,360.019,652.1,--111--,0.29
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,376.623,652.145,387.743,652.189,:30,0.2
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,409.591,652.145,414.039,652.189,3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,425.613,652.145,469.2,652.189,$150.00P-3,0.47
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,479.582,652.145,495.15,652.189,0,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,498.571,652.145,511.011,652.189,NM,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,536.343,652.145,540.791,652.189,3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,564.363,652.145,593.275,652.189,$450.00 ,0.57
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,145.5,662.645,159.716,662.689,M-F,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,161.94,662.645,185.052,662.689,GMTS,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,187.276,662.645,203.284,662.689,5-6a,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,54,674.645,70.896,674.689,Start,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,73.12,674.645,90.016,674.689,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,101.999,674.645,116.231,674.689,End,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,118.455,674.645,135.351,674.689,Date,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,150.001,674.645,187.345,674.689,Weekdays,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,209.999,674.645,253.127,674.689,Spots/Week,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,277.501,674.645,294.397,674.689,Rate,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,310.502,674.645,333.622,674.689,Rating,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,29.999,685.145,52.671,685.189,Week:,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,54.751,685.145,85.887,685.189,10/8/12,0.4
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,101.999,685.145,133.135,685.189,10/14/12,0.27
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,150.001,684.312,183.769,684.35,--111--,0.29
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,249.088,685.145,253.536,685.189,3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,265.56,685.145,294.472,685.189,$150.00 ,0.71
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,319.679,685.145,335.247,685.189,0,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,20.251,697.145,26.027,697.189,N,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,29.294,697.145,33.742,697.189,2,0.25
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,39.105,697.145,63.993,697.189,WCPO,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,70.501,697.145,101.637,697.189,10/10/12,0.4
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,106.501,697.145,137.637,697.189,10/14/12,0.27
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,144.751,697.145,158.967,697.189,M-F,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,161.191,697.145,179.415,697.189,GMA,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,181.639,697.145,204.311,697.189,7-9am,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,230.4,697.145,242.84,697.189,CM,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,259.501,697.145,275.509,697.189,7-9a,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,326.251,697.062,360.019,697.1,--111--,0.29
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,376.623,697.145,387.743,697.189,:30,0.2
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,409.591,697.145,414.039,697.189,3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,425.613,697.145,469.2,697.189,$400.00P-3,0.47
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,479.582,697.145,495.15,697.189,0,0.67
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,498.571,697.145,511.011,697.189,NM,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,536.343,697.145,540.791,697.189,3,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,557.643,697.145,593.227,697.189,"$1,200.00 ",0.8
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,145.5,707.645,159.716,707.689,M-F,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,161.94,707.645,180.164,707.689,GMA,0
459790-nrsc_mandel_rep_senate_1010_101412_314271,0,182.388,707.645,205.06,707.689,7-9am,0
